admin_code,admin_name,river_name,width_class,width_proxy_m,area_m2,perimeter_m,source_record_count,latest_notice_date,center_lon,center_lat
43110,청주시,가락천,wide,16.91,22066.49,2610.6,1,,127.3848393,36.6683864
43110,청주시,가마천,medium,12.91,22941.41,3554.62,1,,127.4639128,36.5965585
43110,청주시,가양천,medium,11.84,24638.44,4160.43,1,,127.6143254,36.6674999
43110,청주시,가좌천남이면,medium,13.05,22482.8,3445.27,1,,127.4638639,36.5723727
43110,청주시,가좌천오창읍,medium,12.7,20557.01,3236.96,1,,127.3582003,36.7391243
43110,청주시,가중천,wide,25.67,112395.03,8755.39,1,,127.4822263,36.5800579
43110,청주시,가중천구역(연락처: 하천방재과 043-201-2943),narrow,3.54,1817.26,1028.01,1,,127.4722855,36.568134
43110,청주시,각리천,wide,49.63,141229.82,5691.78,1,,127.4239214,36.6943448
43110,청주시,갈골천,medium,12.18,16399.11,2692.3,1,,127.4312588,36.5068456
43110,청주시,계원천,wide,22.92,61934.17,5404.49,1,,127.7483277,36.6024746
43110,청주시,고락동천,wide,17.12,29610.68,3460.17,1,,127.4053618,36.6493554
43110,청주시,고은천,medium,15.39,29013.38,3770.62,1,,127.5206411,36.5662852
43110,청주시,공북천,medium,12.61,13202.95,2093.62,1,,127.3057006,36.6430053
43110,청주시,관정천,medium,13.14,27369.47,4166.25,1,,127.6374249,36.6266631
43110,청주시,광암천,wide,19.92,61939.71,6218.26,1,,127.5567155,36.7500968
43110,청주시,구방천,medium,10.26,16212.73,3159.17,1,,127.7061212,36.6825927
43110,청주시,국사천,wide,16.68,28027.44,3360.6,1,20230927,127.3955411,36.6814889
43110,청주시,궁현천,medium,11.96,12417.52,2077.05,1,,127.3706521,36.5833232
43110,청주시,귀래천,wide,16.93,33256.92,3929.03,1,,127.6276599,36.6323931
43110,청주시,금거천,wide,32.76,137433.18,8391.21,1,,127.596789,36.569652
43110,청주시,금계천,wide,16.69,54521.56,6533.42,1,,127.3770067,36.6892473
43110,청주시,금계천구역(연락처 : 하천방재과 043-201-2943),narrow,4.9,10419.37,4252.75,1,,127.356387,36.687057
43110,청주시,금관천,medium,12.82,46999.52,7334.85,1,,127.7242985,36.6330104
43110,청주시,금대천,medium,9.2,9581.96,2082.39,2,,127.5781841,36.7668927
43110,청주시,금성천,wide,17.72,20481.55,2312.24,1,,127.3280915,36.6869889
43110,청주시,기암천,wide,21.15,85342.45,8070.03,1,,127.6091775,36.6624997
43110,청주시,낙가천,wide,19.48,50167.89,5151.19,1,,127.5109336,36.6185536
43110,청주시,남계천,wide,23.34,93724.39,8031.54,1,,127.4965968,36.5486076
43110,청주시,내산천,medium,11.57,18918.6,3271.24,1,,127.6611293,36.6489781
43110,청주시,내산천구역(연락처: 하천방재과 043-201-2943),narrow,4.62,11687.66,5062.15,1,,127.6585904,36.6462234
43110,청주시,내추천,wide,27.66,95740.32,6921.45,1,,127.5473001,36.7454923
43110,청주시,노산천,wide,19.4,37025.81,3817.5,1,,127.4509585,36.4602438
43110,청주시,노현천,medium,12.62,18137.94,2875.3,1,,127.5356666,36.5108445
43110,청주시,다락천,medium,15.35,24034.45,3130.86,1,,127.3565332,36.6030687
43110,청주시,담안천,narrow,6.13,9579.83,3124.85,1,,127.4228419,36.5479709
43110,청주시,당산천,medium,10.84,8074.98,1490.0,1,,127.36004,36.6017079
43110,청주시,대덕천,medium,13.92,11786.84,1693.82,1,,127.6784639,36.7055307
43110,청주시,대련천,medium,11.71,20019.3,3420.26,1,,127.4467662,36.5799759
43110,청주시,대장작골천,medium,10.35,19902.84,3846.84,1,,127.3300577,36.6514424
43110,청주시,도림골천,wide,16.19,25490.07,3148.53,1,,127.320279,36.6534876
43110,청주시,도원천,medium,15.74,10478.4,1331.7,1,,127.4685547,36.5309533
43110,청주시,도장골천,wide,17.91,19031.55,2125.25,1,,127.3835939,36.6096864
43110,청주시,동림천,wide,28.85,69527.37,4819.51,1,,127.3257227,36.6770854
43110,청주시,두모천,wide,20.72,20458.32,1974.63,1,,127.4691791,36.5162785
43110,청주시,두산천,medium,11.48,14664.61,2555.7,1,,127.5321062,36.5576759
43110,청주시,마동천,medium,14.42,29340.04,4068.44,1,,127.5449178,36.5013147
43110,청주시,무성천,medium,12.3,15246.65,2479.54,1,,127.5688699,36.6424711
43110,청주시,묵정천,medium,12.64,20474.0,3238.71,1,,127.6306446,36.6119886
43110,청주시,문주천,narrow,3.07,1608.52,1048.6,1,,127.5575004,36.586378
43110,청주시,미천천,medium,15.16,24807.7,3273.56,1,,127.4940054,36.5243318
43110,청주시,백운천,medium,15.03,12040.46,1602.01,1,,127.5269124,36.6065104
43110,청주시,백현천,narrow,8.15,5083.93,1247.98,1,,127.3659525,36.7220098
43110,청주시,병암천,wide,15.87,19508.29,2458.51,1,,127.5758007,36.5763687
43110,청주시,복현천,medium,12.65,29086.81,4597.0,1,,127.4391673,36.747352
43110,청주시,부량천,narrow,7.7,7640.91,1985.73,1,,127.3647849,36.5816514
43110,청주시,부연천,wide,21.62,58317.32,5395.65,1,,127.5461253,36.7398537
43110,청주시,불목이천,medium,11.06,13793.13,2493.94,1,,127.4263904,36.5144601
43110,청주시,비상천,wide,22.68,39811.02,3510.52,1,,127.5759958,36.7094522
43110,청주시,비중천,wide,21.18,70869.64,6692.35,1,,127.5824061,36.7158672
43110,청주시,사정천,wide,25.88,43857.16,3389.48,1,,127.3148789,36.7184608
43110,청주시,산남천,medium,14.33,20149.13,2811.99,1,,127.4699424,36.6100718
43110,청주시,산덕천,medium,15.48,42192.12,5450.82,1,,127.5215739,36.4914693
43110,청주시,산막천,medium,14.79,59536.62,8049.46,1,,127.3998191,36.5555458
43110,청주시,산성천,narrow,8.46,5043.51,1192.79,1,,127.5128746,36.6594682
43110,청주시,삼항천,wide,18.69,57871.41,6192.92,1,,127.5113803,36.5350448
43110,청주시,상검천,medium,14.36,11934.38,1661.86,1,,127.5829521,36.5788966
43110,청주시,상발천,wide,18.61,78252.62,8408.6,1,,127.3865796,36.5772503
43110,청주시,상봉천,wide,18.42,37101.45,4028.73,1,,127.2935356,36.6445279
43110,청주시,상야천,wide,16.09,18426.58,2290.47,1,,127.5715176,36.5857062
43110,청주시,상정천,wide,40.06,165213.04,8248.95,1,,127.3376427,36.647869
43110,청주시,상정천구역(연락처 : 하천방재과 043-201-2943),narrow,5.87,4048.36,1378.97,1,20211001,127.3197556,36.6457351
43110,청주시,새말천,wide,39.94,39901.58,1998.26,1,,127.4151015,36.6869518
43110,청주시,새터말천,wide,26.06,63398.65,4865.22,1,,127.673009,36.6291842
43110,청주시,서당천,wide,19.19,35578.9,3708.53,1,,127.5529512,36.7282751
43110,청주시,서원천,wide,15.82,13293.34,1680.61,1,,127.5455695,36.55105
